Date,Time,Temperature,Humidity
01/22/21,02:11,24.3*C,35.0%
01/22/21,02:12,24.3*C,34.9%
01/22/21,02:12,24.3*C,34.9%
01/22/21,02:13,24.3*C,34.9%
01/22/21,02:13,24.3*C,34.9%
01/22/21,02:14,24.3*C,34.9%
01/22/21,02:14,24.3*C,34.9%
01/22/21,02:15,24.3*C,34.9%
01/22/21,02:15,24.3*C,34.9%
01/22/21,02:16,24.3*C,34.9%
01/22/21,02:16,24.3*C,34.9%
01/22/21,02:17,24.3*C,34.9%
01/22/21,02:17,24.3*C,34.9%
01/22/21,02:18,24.3*C,34.9%
01/22/21,02:18,24.3*C,34.9%
01/22/21,02:19,24.3*C,34.9%
01/22/21,02:19,24.3*C,34.9%
01/22/21,02:20,24.3*C,34.9%
01/22/21,02:20,24.3*C,34.9%
01/22/21,02:21,24.3*C,34.9%
01/22/21,02:21,24.3*C,34.9%
01/22/21,02:22,24.3*C,34.9%
01/22/21,02:22,24.3*C,34.9%
01/22/21,02:23,24.3*C,34.9%
01/22/21,02:23,24.3*C,34.9%
01/22/21,02:24,24.3*C,34.9%
01/22/21,02:25,24.3*C,34.9%
01/22/21,02:25,24.3*C,34.9%
01/22/21,02:26,24.3*C,34.9%
01/22/21,02:26,24.3*C,34.9%
01/22/21,02:27,24.3*C,35.0%
01/22/21,02:27,24.3*C,34.9%
01/22/21,02:28,24.2*C,34.9%
01/22/21,02:28,24.3*C,34.9%
01/22/21,02:29,24.2*C,34.9%
01/22/21,02:29,24.3*C,35.0%
01/22/21,02:30,24.3*C,34.9%
01/22/21,02:30,24.2*C,34.9%
01/22/21,02:31,24.3*C,34.9%
01/22/21,02:31,24.2*C,34.9%
01/22/21,02:32,24.2*C,34.9%
01/22/21,02:32,24.3*C,34.9%
01/22/21,02:33,24.2*C,34.9%
01/22/21,02:33,24.2*C,34.9%
01/22/21,02:34,24.2*C,34.9%
01/22/21,02:34,24.2*C,34.9%
01/22/21,02:35,24.2*C,34.8%
01/22/21,02:35,24.3*C,34.9%
01/22/21,02:36,24.2*C,34.8%
01/22/21,02:36,24.3*C,34.9%
01/22/21,02:37,24.2*C,34.8%
01/22/21,02:37,24.2*C,34.8%
01/22/21,02:38,24.2*C,34.8%
01/22/21,02:38,24.3*C,34.8%
01/22/21,02:39,24.2*C,34.8%
01/22/21,02:39,24.2*C,34.8%
01/22/21,02:40,24.2*C,34.8%
01/22/21,02:41,24.2*C,34.8%
01/22/21,02:41,24.2*C,34.8%
01/22/21,02:42,24.2*C,34.8%
01/22/21,02:42,24.2*C,34.9%
01/22/21,02:43,24.2*C,34.9%
01/22/21,02:43,24.2*C,34.9%
01/22/21,02:44,24.2*C,34.9%
01/22/21,02:44,24.1*C,34.8%
01/22/21,02:45,24.1*C,34.9%
01/22/21,02:45,24.1*C,34.8%
01/22/21,02:46,24.2*C,34.9%
01/22/21,02:46,24.2*C,34.9%
01/22/21,02:47,24.1*C,34.8%
01/22/21,02:47,24.2*C,34.9%
01/22/21,02:48,24.1*C,34.8%
01/22/21,02:48,24.2*C,34.9%
01/22/21,02:49,24.2*C,34.8%
01/22/21,02:49,24.2*C,35.0%
01/22/21,02:50,24.2*C,34.8%
01/22/21,02:50,24.2*C,34.8%
01/22/21,02:51,24.2*C,34.8%
01/22/21,02:51,24.2*C,34.8%
01/22/21,02:52,24.2*C,34.8%
01/22/21,02:52,24.3*C,34.8%
01/22/21,02:53,24.3*C,34.8%
01/22/21,02:53,24.2*C,34.7%
01/22/21,02:54,24.3*C,34.7%
01/22/21,02:54,24.3*C,34.7%
01/22/21,02:55,24.3*C,34.6%
01/22/21,02:55,24.3*C,34.7%
01/22/21,02:56,24.3*C,34.6%
01/22/21,02:56,24.3*C,34.6%
01/22/21,02:57,24.3*C,34.6%
01/22/21,02:57,24.3*C,34.6%
01/22/21,02:58,24.3*C,34.6%
01/22/21,02:58,24.3*C,34.6%
01/22/21,02:59,24.3*C,34.6%
01/22/21,02:59,24.3*C,34.5%
01/22/21,03:00,24.3*C,34.5%
01/22/21,03:00,24.3*C,34.5%
01/22/21,03:01,24.3*C,34.5%
01/22/21,03:02,24.3*C,34.5%
01/22/21,03:02,24.3*C,34.5%
01/22/21,03:03,24.4*C,34.5%
01/22/21,03:03,24.3*C,34.4%
01/22/21,03:04,24.4*C,34.4%
01/22/21,03:04,24.4*C,34.5%
01/22/21,03:05,24.4*C,34.5%
01/22/21,03:05,24.4*C,34.4%
01/22/21,03:06,24.4*C,34.4%
01/22/21,03:06,24.4*C,34.4%
01/22/21,03:07,24.4*C,34.4%
01/22/21,03:07,24.3*C,34.4%
01/22/21,03:08,24.3*C,34.4%
01/22/21,03:08,24.3*C,34.4%
01/22/21,03:09,24.3*C,34.4%
01/22/21,03:09,24.3*C,34.4%
01/22/21,03:10,24.3*C,34.4%
01/22/21,03:10,24.3*C,34.4%
01/22/21,03:11,24.2*C,34.4%
01/22/21,03:11,24.3*C,34.5%
01/22/21,03:12,24.2*C,34.5%
01/22/21,03:12,24.2*C,34.4%
01/22/21,03:13,24.2*C,34.4%
01/22/21,03:13,24.2*C,34.4%
01/22/21,03:14,24.2*C,34.4%
01/22/21,03:14,24.1*C,34.3%
01/22/21,03:15,24.1*C,34.4%
01/22/21,03:15,24.2*C,34.4%
01/22/21,03:16,24.1*C,34.4%
01/22/21,03:16,24.1*C,34.4%
01/22/21,03:17,24.1*C,34.4%
01/22/21,03:17,24.1*C,34.4%
01/22/21,03:18,24.1*C,34.4%
01/22/21,03:18,24.1*C,34.5%
01/22/21,03:19,24.0*C,34.6%
01/22/21,03:20,24.0*C,34.6%
01/22/21,03:20,24.0*C,34.6%
01/22/21,03:21,24.0*C,34.6%
01/22/21,03:21,24.0*C,34.6%
01/22/21,03:22,24.0*C,34.6%
01/22/21,03:22,24.0*C,34.6%
01/22/21,03:23,24.0*C,34.5%
01/22/21,03:23,24.0*C,34.5%
01/22/21,03:24,24.0*C,34.5%
01/22/21,03:24,24.0*C,34.6%
01/22/21,03:25,24.0*C,34.6%
01/22/21,03:25,23.9*C,34.4%
01/22/21,03:26,23.9*C,34.4%
01/22/21,03:26,23.9*C,34.6%
01/22/21,03:27,23.9*C,34.5%
01/22/21,03:27,23.9*C,34.6%
01/22/21,03:28,23.9*C,34.6%
01/22/21,03:28,23.9*C,34.6%
01/22/21,03:29,23.9*C,34.6%
01/22/21,03:29,23.9*C,34.6%
01/22/21,03:30,23.8*C,34.6%
01/22/21,03:30,23.8*C,34.6%
01/22/21,03:31,23.8*C,34.6%
01/22/21,03:31,23.8*C,34.6%
01/22/21,03:32,23.8*C,34.5%
01/22/21,03:32,23.8*C,34.7%
01/22/21,03:33,23.8*C,34.6%
01/22/21,03:33,23.8*C,34.7%
01/22/21,03:34,23.7*C,34.7%
01/22/21,03:34,23.7*C,34.8%
01/22/21,03:35,23.7*C,34.8%
01/22/21,03:35,23.7*C,34.8%
01/22/21,03:36,23.7*C,34.8%
01/22/21,03:36,23.7*C,34.8%
01/22/21,03:37,23.6*C,34.7%
01/22/21,03:37,23.6*C,34.7%
01/22/21,03:38,23.6*C,34.8%
01/22/21,03:38,23.6*C,34.8%
01/22/21,03:39,23.6*C,34.8%
01/22/21,03:39,23.6*C,34.8%
01/22/21,03:40,23.6*C,34.8%
01/22/21,03:40,23.5*C,34.7%
01/22/21,03:41,23.5*C,34.8%
01/22/21,03:41,23.5*C,34.7%
01/22/21,03:42,23.5*C,34.9%
01/22/21,03:43,23.5*C,34.9%
01/22/21,03:43,23.5*C,34.9%
01/22/21,03:44,23.5*C,35.0%
01/22/21,03:44,23.4*C,35.0%
01/22/21,03:45,23.4*C,35.0%
01/22/21,03:45,23.4*C,35.0%
01/22/21,03:46,23.4*C,35.0%
01/22/21,03:46,23.3*C,35.1%
01/22/21,03:47,23.3*C,35.0%
01/22/21,03:47,23.3*C,35.0%
01/22/21,03:48,23.3*C,35.1%
01/22/21,03:48,23.3*C,35.1%
01/22/21,03:49,23.3*C,35.1%
01/22/21,03:49,23.3*C,35.1%
01/22/21,03:50,23.3*C,35.1%
01/22/21,03:50,23.3*C,35.1%
01/22/21,03:51,23.3*C,35.2%
01/22/21,03:51,23.2*C,35.1%
01/22/21,03:52,23.2*C,35.1%
01/22/21,03:52,23.2*C,35.1%
01/22/21,03:53,23.2*C,35.1%
01/22/21,03:53,23.1*C,35.0%
01/22/21,03:54,23.2*C,35.0%
01/22/21,03:54,23.1*C,35.2%
01/22/21,03:55,23.1*C,35.2%
01/22/21,03:55,23.1*C,35.2%
01/22/21,03:56,23.1*C,35.1%
01/22/21,03:56,23.1*C,35.2%
01/22/21,03:57,23.1*C,35.0%
01/22/21,03:57,23.0*C,35.0%
01/22/21,03:58,23.0*C,34.9%
01/22/21,03:58,23.1*C,35.0%
01/22/21,03:59,23.1*C,35.0%
01/22/21,04:00,23.0*C,34.9%
01/22/21,04:00,23.0*C,35.0%
01/22/21,04:01,23.0*C,35.0%
01/22/21,04:01,23.0*C,35.1%
01/22/21,04:02,23.0*C,35.1%
01/22/21,04:02,22.9*C,35.1%
01/22/21,04:03,22.9*C,35.1%
01/22/21,04:03,22.9*C,35.2%
01/22/21,04:04,23.0*C,35.4%
01/22/21,04:04,22.9*C,35.4%
01/22/21,04:05,23.0*C,35.5%
01/22/21,04:05,23.0*C,35.5%
01/22/21,04:06,23.0*C,35.3%
01/22/21,04:07,23.1*C,35.4%
01/22/21,04:07,23.1*C,35.3%
01/22/21,04:08,23.1*C,35.3%
01/22/21,04:08,23.2*C,35.4%
01/22/21,04:09,23.2*C,35.4%
01/22/21,04:09,23.2*C,35.4%
01/22/21,04:10,23.2*C,35.4%
01/22/21,04:10,23.2*C,35.3%
01/22/21,04:11,23.2*C,35.3%
01/22/21,04:11,23.3*C,35.3%
01/22/21,04:12,23.3*C,35.3%
01/22/21,04:12,23.3*C,35.3%
01/22/21,04:13,23.3*C,35.2%
01/22/21,04:13,23.4*C,35.2%
01/22/21,04:14,23.4*C,35.1%
01/22/21,04:14,23.4*C,35.1%
01/22/21,04:15,23.5*C,35.2%
01/22/21,04:15,23.4*C,35.1%
01/22/21,04:16,23.5*C,35.2%
01/22/21,04:16,23.5*C,35.1%
01/22/21,04:17,23.5*C,35.1%
01/22/21,04:17,23.5*C,35.1%
01/22/21,04:18,23.5*C,35.1%
01/22/21,04:18,23.5*C,35.0%
01/22/21,04:19,23.5*C,35.0%
01/22/21,04:19,23.5*C,35.0%
01/22/21,04:20,23.5*C,35.0%
01/22/21,04:20,23.5*C,35.0%
01/22/21,04:21,23.5*C,34.9%
01/22/21,04:21,23.5*C,34.9%
01/22/21,04:22,23.6*C,35.0%
01/22/21,04:22,23.5*C,34.9%
01/22/21,04:23,23.6*C,34.9%
01/22/21,04:23,23.6*C,34.9%
01/22/21,04:24,23.6*C,34.9%
01/22/21,04:25,23.6*C,34.9%
01/22/21,04:25,23.6*C,34.9%
01/22/21,04:26,23.6*C,34.9%
01/22/21,04:26,23.6*C,34.9%
01/22/21,04:27,23.6*C,34.8%
01/22/21,04:27,23.6*C,34.8%
01/22/21,04:28,23.6*C,34.8%
01/22/21,04:28,23.6*C,34.8%
01/22/21,04:29,23.6*C,34.8%
01/22/21,04:29,23.7*C,34.8%
01/22/21,04:30,23.7*C,34.8%
01/22/21,04:30,23.7*C,34.8%
01/22/21,04:31,23.7*C,34.8%
01/22/21,04:31,23.7*C,34.8%
01/22/21,04:32,23.7*C,34.8%
01/22/21,04:32,23.7*C,34.8%
01/22/21,04:33,23.7*C,34.8%
01/22/21,04:33,23.7*C,34.8%
01/22/21,04:34,23.7*C,34.8%
01/22/21,04:34,23.7*C,34.8%
01/22/21,04:35,23.7*C,34.8%
01/22/21,04:35,23.7*C,34.8%
01/22/21,04:36,23.7*C,34.8%
01/22/21,04:36,23.7*C,34.8%
01/22/21,04:37,23.7*C,34.8%
01/22/21,04:37,23.7*C,34.8%
01/22/21,04:38,23.7*C,34.8%
01/22/21,04:38,23.7*C,34.8%
01/22/21,04:39,23.7*C,34.8%
01/22/21,04:39,23.7*C,34.8%
01/22/21,04:40,23.7*C,34.7%
01/22/21,04:40,23.7*C,34.8%
01/22/21,04:41,23.7*C,34.8%
01/22/21,04:41,23.7*C,34.7%
01/22/21,04:42,23.7*C,34.7%
01/22/21,04:43,23.8*C,34.7%
01/22/21,04:43,23.8*C,34.7%
01/22/21,04:44,23.8*C,34.7%
01/22/21,04:44,23.8*C,34.7%
01/22/21,04:45,23.8*C,34.6%
01/22/21,04:45,23.8*C,34.7%
01/22/21,04:46,23.8*C,34.6%
01/22/21,04:46,23.8*C,34.6%
01/22/21,04:47,23.8*C,34.6%
01/22/21,04:47,23.8*C,34.6%
01/22/21,04:48,23.8*C,34.6%
01/22/21,04:48,23.8*C,34.6%
01/22/21,04:49,23.8*C,34.6%
01/22/21,04:49,23.8*C,34.6%
01/22/21,04:50,23.8*C,34.6%
01/22/21,04:50,23.8*C,34.6%
01/22/21,04:51,23.8*C,34.6%
01/22/21,04:51,23.8*C,34.6%
01/22/21,04:52,23.8*C,34.6%
01/22/21,04:53,23.8*C,34.6%
01/22/21,04:53,23.8*C,34.6%
01/22/21,04:54,23.8*C,34.6%
01/22/21,04:54,23.8*C,34.6%
01/22/21,04:55,23.8*C,34.6%
01/22/21,04:55,23.8*C,34.5%
01/22/21,04:56,23.8*C,34.5%
01/22/21,04:56,23.8*C,34.6%
01/22/21,04:57,23.8*C,34.6%
01/22/21,04:57,23.8*C,34.5%
01/22/21,04:58,23.8*C,34.5%
01/22/21,04:58,23.8*C,34.5%
01/22/21,04:59,23.8*C,34.5%
01/22/21,04:59,23.9*C,34.6%
01/22/21,05:00,23.9*C,34.5%
01/22/21,05:00,23.9*C,34.5%
01/22/21,05:01,23.9*C,34.5%
01/22/21,05:01,23.9*C,34.5%
01/22/21,05:02,23.9*C,34.5%
01/22/21,05:02,23.9*C,34.4%
01/22/21,05:03,23.9*C,34.4%
01/22/21,05:03,23.9*C,34.4%
01/22/21,05:04,23.9*C,34.5%
01/22/21,05:04,23.9*C,34.5%
01/22/21,05:05,23.9*C,34.5%
01/22/21,05:05,23.9*C,34.5%
01/22/21,05:06,23.9*C,34.5%
01/22/21,05:06,23.9*C,34.4%
01/22/21,05:07,23.9*C,34.5%
01/22/21,05:07,23.9*C,34.4%
01/22/21,05:08,23.9*C,34.4%
01/22/21,05:08,23.9*C,34.4%
01/22/21,05:09,23.9*C,34.4%
01/22/21,05:09,23.9*C,34.4%
01/22/21,05:10,23.9*C,34.4%
01/22/21,05:10,23.8*C,34.4%
01/22/21,05:11,23.9*C,34.4%
01/22/21,05:11,23.9*C,34.4%
01/22/21,05:12,23.9*C,34.4%
01/22/21,05:12,23.9*C,34.4%
01/22/21,05:13,23.9*C,34.4%
01/22/21,05:14,23.9*C,34.4%
01/22/21,05:14,23.9*C,34.4%
01/22/21,05:15,23.9*C,34.4%
01/22/21,05:15,23.9*C,34.4%
01/22/21,05:16,23.9*C,34.4%
01/22/21,05:16,24.0*C,34.4%
01/22/21,05:17,23.9*C,34.3%
01/22/21,05:17,24.0*C,34.4%
01/22/21,05:18,24.0*C,34.3%
01/22/21,05:18,24.0*C,34.3%
01/22/21,05:19,24.0*C,34.3%
01/22/21,05:19,24.0*C,34.3%
01/22/21,05:20,24.0*C,34.2%
01/22/21,05:20,24.0*C,34.2%
01/22/21,05:21,24.0*C,34.2%
01/22/21,05:21,24.1*C,34.3%
01/22/21,05:22,24.1*C,34.2%
01/22/21,05:22,24.1*C,34.2%
01/22/21,05:23,24.1*C,34.2%
01/22/21,05:23,24.1*C,34.2%
01/22/21,05:24,24.1*C,34.2%
01/22/21,05:24,24.2*C,34.2%
01/22/21,05:25,24.1*C,34.1%
01/22/21,05:25,24.1*C,34.1%
01/22/21,05:26,24.1*C,34.1%
01/22/21,05:26,24.2*C,34.1%
01/22/21,05:27,24.2*C,34.1%
01/22/21,05:27,24.2*C,34.1%
01/22/21,05:28,24.2*C,34.1%
01/22/21,05:28,24.2*C,34.1%
01/22/21,05:29,24.2*C,34.1%
01/22/21,05:30,24.2*C,34.1%
01/22/21,05:30,24.2*C,34.1%
01/22/21,05:31,24.2*C,34.1%
01/22/21,05:31,24.2*C,34.1%
01/22/21,05:32,24.2*C,34.1%
01/22/21,05:32,24.2*C,34.1%
01/22/21,05:33,24.2*C,34.1%
01/22/21,05:33,24.2*C,34.1%
01/22/21,05:34,24.2*C,34.1%
01/22/21,05:34,24.1*C,34.0%
01/22/21,05:35,24.1*C,34.0%
01/22/21,05:35,24.2*C,34.1%
01/22/21,05:36,24.2*C,34.1%
01/22/21,05:36,24.2*C,34.1%
01/22/21,05:37,24.2*C,34.1%
01/22/21,05:37,24.2*C,34.1%
01/22/21,05:38,24.2*C,34.1%
01/22/21,05:38,24.2*C,34.0%
01/22/21,05:39,24.2*C,34.0%
01/22/21,05:39,24.2*C,34.0%
01/22/21,05:40,24.2*C,34.1%
01/22/21,05:40,24.2*C,34.1%
01/22/21,05:41,24.2*C,34.0%
01/22/21,05:41,24.2*C,34.1%
01/22/21,05:42,24.2*C,34.0%
01/22/21,05:42,24.3*C,34.1%
01/22/21,05:43,24.2*C,34.0%
01/22/21,05:43,24.2*C,34.0%
01/22/21,05:44,24.2*C,34.0%
01/22/21,05:45,24.2*C,34.0%
01/22/21,05:45,24.2*C,34.0%
01/22/21,05:46,24.2*C,34.8%
01/22/21,05:46,24.2*C,34.0%
01/22/21,05:47,24.2*C,34.0%
01/22/21,05:47,24.2*C,34.0%
01/22/21,05:48,24.2*C,34.0%
01/22/21,05:48,24.2*C,34.0%
01/22/21,05:49,24.2*C,34.0%
01/22/21,05:49,24.2*C,34.0%
01/22/21,05:50,24.2*C,34.0%
01/22/21,05:50,24.2*C,34.0%
01/22/21,05:51,24.2*C,34.0%
01/22/21,05:51,24.2*C,34.0%
01/22/21,05:52,24.2*C,34.0%
01/22/21,05:52,24.2*C,34.0%
01/22/21,05:53,24.3*C,34.0%
01/22/21,05:53,24.2*C,34.0%
01/22/21,05:54,24.3*C,34.0%
01/22/21,05:54,24.2*C,34.0%
01/22/21,05:55,24.3*C,34.0%
01/22/21,05:55,24.3*C,34.0%
01/22/21,05:56,24.2*C,34.0%
01/22/21,05:56,24.2*C,34.0%
01/22/21,05:57,24.2*C,33.9%
01/22/21,05:57,24.2*C,34.0%
01/22/21,05:58,24.2*C,34.0%
01/22/21,05:58,24.2*C,34.0%
01/22/21,05:59,24.1*C,33.9%
01/22/21,05:59,24.1*C,34.0%
01/22/21,06:00,24.1*C,34.0%
01/22/21,06:00,24.1*C,34.0%
01/22/21,06:01,24.1*C,34.1%
01/22/21,06:02,24.1*C,34.1%
01/22/21,06:02,24.1*C,34.1%
01/22/21,06:03,24.0*C,34.0%
01/22/21,06:03,24.0*C,34.1%
01/22/21,06:04,24.1*C,34.1%
01/22/21,06:04,24.0*C,34.1%
01/22/21,06:05,24.0*C,34.1%
01/22/21,06:05,24.0*C,34.1%
01/22/21,06:06,24.0*C,34.1%
01/22/21,06:06,23.9*C,34.1%
01/22/21,06:07,23.9*C,34.2%
01/22/21,06:07,23.9*C,34.1%
01/22/21,06:08,23.9*C,34.1%
01/22/21,06:08,23.9*C,34.2%
01/22/21,06:09,23.9*C,34.2%
01/22/21,06:09,23.9*C,34.2%
01/22/21,06:10,23.9*C,34.2%
01/22/21,06:10,23.9*C,34.2%
01/22/21,06:11,23.8*C,34.2%
01/22/21,06:11,23.8*C,34.2%
01/22/21,06:12,23.8*C,34.2%
01/22/21,06:12,23.8*C,34.2%
01/22/21,06:13,23.8*C,34.3%
01/22/21,06:13,23.7*C,34.3%
01/22/21,06:14,23.7*C,34.3%
01/22/21,06:14,23.7*C,34.3%
01/22/21,06:15,23.7*C,34.3%
01/22/21,06:15,23.7*C,34.3%
01/22/21,06:16,23.7*C,34.3%
01/22/21,06:16,23.6*C,34.4%
01/22/21,06:17,23.6*C,34.4%
01/22/21,06:17,23.6*C,34.3%
01/22/21,06:18,23.6*C,34.4%
01/22/21,06:19,23.6*C,34.3%
01/22/21,06:19,23.6*C,34.3%
01/22/21,06:20,23.6*C,34.3%
01/22/21,06:20,23.6*C,34.3%
01/22/21,06:21,23.6*C,34.4%
01/22/21,06:21,23.6*C,34.4%
01/22/21,06:22,23.6*C,34.3%
01/22/21,06:22,23.5*C,34.2%
01/22/21,06:23,23.5*C,34.3%
01/22/21,06:23,23.5*C,34.4%
01/22/21,06:24,23.6*C,34.3%
01/22/21,06:24,23.5*C,34.3%
01/22/21,06:25,23.5*C,34.4%
01/22/21,06:25,23.5*C,34.3%
01/22/21,06:26,23.5*C,34.4%
01/22/21,06:26,23.5*C,34.4%
01/22/21,06:27,23.5*C,34.4%
01/22/21,06:27,23.5*C,34.4%
01/22/21,06:28,23.5*C,34.4%
01/22/21,06:28,23.4*C,34.4%
01/22/21,06:29,23.5*C,34.4%
01/22/21,06:29,23.4*C,34.4%
01/22/21,06:30,23.4*C,34.4%
01/22/21,06:30,23.4*C,34.4%
01/22/21,06:31,23.4*C,34.4%
01/22/21,06:31,23.4*C,34.4%
01/22/21,06:32,23.4*C,34.4%
01/22/21,06:32,23.4*C,34.4%
01/22/21,06:33,23.4*C,34.4%
01/22/21,06:33,23.3*C,34.5%
01/22/21,06:34,23.3*C,34.5%
01/22/21,06:34,23.3*C,34.6%
01/22/21,06:35,23.2*C,34.5%
01/22/21,06:35,23.3*C,34.5%
01/22/21,06:36,23.2*C,34.5%
01/22/21,06:37,23.2*C,34.5%
01/22/21,06:37,23.2*C,34.5%
01/22/21,06:38,23.2*C,34.5%
01/22/21,06:38,23.2*C,34.5%
01/22/21,06:39,23.2*C,34.5%
01/22/21,06:39,23.2*C,34.5%
01/22/21,06:40,23.2*C,34.5%
01/22/21,06:40,23.2*C,34.5%
01/22/21,06:41,23.2*C,34.6%
01/22/21,06:41,23.1*C,34.5%
01/22/21,06:42,23.1*C,34.6%
01/22/21,06:42,23.1*C,34.6%
01/22/21,06:43,23.1*C,34.6%
01/22/21,06:43,23.1*C,34.6%
01/22/21,06:44,23.1*C,34.6%
01/22/21,06:44,23.0*C,34.6%
01/22/21,06:45,23.0*C,34.6%
01/22/21,06:45,23.0*C,34.6%
01/22/21,06:46,23.0*C,34.6%
01/22/21,06:46,23.0*C,34.6%
01/22/21,06:47,23.0*C,34.6%
01/22/21,06:47,23.0*C,34.7%
01/22/21,06:48,23.0*C,34.7%
01/22/21,06:48,22.9*C,34.6%
01/22/21,06:49,22.9*C,34.7%
01/22/21,06:49,22.9*C,34.7%
01/22/21,06:50,22.8*C,34.7%
01/22/21,06:50,22.8*C,34.8%
01/22/21,06:51,22.8*C,34.8%
01/22/21,06:51,22.8*C,34.8%
01/22/21,06:52,22.8*C,34.8%
01/22/21,06:52,22.8*C,34.8%
01/22/21,06:53,22.8*C,34.8%
01/22/21,06:53,22.8*C,35.0%
01/22/21,06:54,22.8*C,34.8%
01/22/21,06:54,22.7*C,34.8%
01/22/21,06:55,22.7*C,34.8%
01/22/21,06:55,22.7*C,34.8%
01/22/21,06:56,22.7*C,34.8%
01/22/21,06:56,22.7*C,34.8%
01/22/21,06:57,22.7*C,34.6%
01/22/21,06:58,22.7*C,34.7%
01/22/21,06:58,22.7*C,34.7%
01/22/21,06:59,22.7*C,34.7%
01/22/21,06:59,22.8*C,34.8%
01/22/21,07:00,22.7*C,34.7%
01/22/21,07:00,22.7*C,34.6%
01/22/21,07:01,22.7*C,34.6%
01/22/21,07:01,22.6*C,34.6%
01/22/21,07:02,22.7*C,34.7%
01/22/21,07:02,22.7*C,34.6%
01/22/21,07:03,22.7*C,34.5%
01/22/21,07:03,22.7*C,34.5%
01/22/21,07:04,22.7*C,34.5%
01/22/21,07:04,22.7*C,34.6%
01/22/21,07:05,22.6*C,34.5%
01/22/21,07:05,22.7*C,34.6%
01/22/21,07:06,22.6*C,34.6%
01/22/21,07:06,22.6*C,34.6%
01/22/21,07:07,22.6*C,34.6%
01/22/21,07:07,22.7*C,34.7%
01/22/21,07:08,22.6*C,34.6%
01/22/21,07:08,22.6*C,34.6%
01/22/21,07:09,22.6*C,34.5%
01/22/21,07:09,22.6*C,34.5%
01/22/21,07:10,22.6*C,34.6%
01/22/21,07:10,22.6*C,34.7%
01/22/21,07:11,22.6*C,34.8%
01/22/21,07:11,22.6*C,34.7%
01/22/21,07:12,22.6*C,34.7%
01/22/21,07:12,22.5*C,34.6%
01/22/21,07:13,22.6*C,34.7%
01/22/21,07:13,22.5*C,34.7%
01/22/21,07:14,22.5*C,34.7%
01/22/21,07:14,22.5*C,34.7%
01/22/21,07:15,22.5*C,34.7%
01/22/21,07:16,22.5*C,34.7%
01/22/21,07:16,22.5*C,34.7%
01/22/21,07:17,22.5*C,34.6%
01/22/21,07:17,22.5*C,34.8%
01/22/21,07:18,22.5*C,34.6%
01/22/21,07:18,22.5*C,34.7%
01/22/21,07:19,22.5*C,34.7%
01/22/21,07:19,22.5*C,34.7%
01/22/21,07:20,22.5*C,34.7%
01/22/21,07:20,22.5*C,34.6%
01/22/21,07:21,22.5*C,34.7%
01/22/21,07:21,22.5*C,34.7%
01/22/21,07:22,22.5*C,34.7%
01/22/21,07:22,22.5*C,34.7%
01/22/21,07:23,22.4*C,34.6%
01/22/21,07:23,22.5*C,34.7%
01/22/21,07:24,22.4*C,34.6%
01/22/21,07:24,22.4*C,34.6%
01/22/21,07:25,22.4*C,34.6%
01/22/21,07:25,22.4*C,34.6%
01/22/21,07:26,22.4*C,34.7%
01/22/21,07:26,22.4*C,34.6%
01/22/21,07:27,22.4*C,34.6%
01/22/21,07:27,22.4*C,34.7%
01/22/21,07:28,22.4*C,34.6%
01/22/21,07:28,22.3*C,34.6%
01/22/21,07:29,22.3*C,34.6%
01/22/21,07:29,22.3*C,34.7%
01/22/21,07:30,22.3*C,34.7%
01/22/21,07:30,22.3*C,34.7%
01/22/21,07:31,22.3*C,34.7%
01/22/21,07:31,22.3*C,34.7%
01/22/21,07:32,22.3*C,34.8%
01/22/21,07:32,22.3*C,34.8%
01/22/21,07:33,22.3*C,34.8%
01/22/21,07:34,22.2*C,34.7%
01/22/21,07:34,22.3*C,34.8%
01/22/21,07:35,22.2*C,34.7%
01/22/21,07:35,22.2*C,34.7%
01/22/21,07:36,22.2*C,34.7%
01/22/21,07:36,22.2*C,34.8%
01/22/21,07:37,22.2*C,34.8%
01/22/21,07:37,22.2*C,34.7%
01/22/21,07:38,22.1*C,34.7%
01/22/21,07:38,22.1*C,34.6%
01/22/21,07:39,22.1*C,34.6%
01/22/21,07:39,22.1*C,34.7%
01/22/21,07:40,22.1*C,34.6%
01/22/21,07:40,22.1*C,34.7%
01/22/21,07:41,22.1*C,34.7%
01/22/21,07:41,22.1*C,34.7%
01/22/21,07:42,22.1*C,34.6%
01/22/21,07:42,22.0*C,34.6%
01/22/21,07:43,22.0*C,34.6%
01/22/21,07:43,22.0*C,34.6%
01/22/21,07:44,22.0*C,34.6%
01/22/21,07:44,22.0*C,34.6%
01/22/21,07:45,22.0*C,34.7%
01/22/21,07:45,22.0*C,34.7%
01/22/21,07:46,22.0*C,34.7%
01/22/21,07:46,22.0*C,34.7%
01/22/21,07:47,22.0*C,34.6%
01/22/21,07:48,22.0*C,34.6%
01/22/21,07:48,22.0*C,34.7%
01/22/21,07:49,22.0*C,34.7%
01/22/21,07:49,22.0*C,34.7%
01/22/21,07:50,22.0*C,34.7%
01/22/21,07:50,22.0*C,34.7%
01/22/21,07:51,21.9*C,34.7%
01/22/21,07:51,21.9*C,34.7%
01/22/21,07:52,21.9*C,34.7%
01/22/21,07:52,21.9*C,34.7%
01/22/21,07:53,21.9*C,34.7%
01/22/21,07:53,21.9*C,34.7%
